id,common_name,species,lineage,clade,aliases
vietnamese-coriander,Vietnamese coriander (rau răm),Persicaria odorata,Polygonaceae,plant,rau răm
kesum,kesum,Persicaria minor,Polygonaceae,plant,
buckwheat,buckwheat,Fagopyrum esculentum,Polygonaceae,plant,soba;kasha
tartary-buckwheat,Tartary buckwheat,Fagopyrum tataricum,Polygonaceae,plant,
sea-sandwort,sea sandwort,Honckenya peploides,Caryophyllaceae,plant,
halva-root,halva root (çöven),Gypsophila arrostii,Caryophyllaceae,plant,çöven
chickweed,chickweed,Stellaria media,Caryophyllaceae,plant,
carnation,carnation (petals),Dianthus caryophyllus,Caryophyllaceae,plant,
soapwort,soapwort,Saponaria officinalis,Caryophyllaceae,plant,
bladder-campion,bladder campion (sculpit),Silene vulgaris,Caryophyllaceae,plant,sculpit
algerian-tea,Algerian tea,Paronychia argentea,Caryophyllaceae,plant,
beet,beet / chard / sugar beet,Beta vulgaris,Amaranthaceae,plant,chard;sugar beet;beetroot;swiss chard;beet sugar
good-king-henry,Good King Henry,Blitum bonus-henricus,Amaranthaceae,plant,
strawberry-blite,strawberry blite,Blitum capitatum,Amaranthaceae,plant,
orache,orache,Atriplex hortensis,Amaranthaceae,plant,
fourwing-saltbush,fourwing saltbush (seed),Atriplex canescens,Amaranthaceae,plant,
old-man-saltbush,old man saltbush,Atriplex nummularia,Amaranthaceae,plant,
sea-orache,sea orache,Atriplex halimus,Amaranthaceae,plant,
kaniwa,kañiwa,Chenopodium pallidicaule,Amaranthaceae,plant,
huauzontle,huauzontle,Chenopodium berlandieri,Amaranthaceae,plant,
quinoa,quinoa,Chenopodium quinoa,Amaranthaceae,plant,
tree-spinach,tree spinach,Chenopodium giganteum,Amaranthaceae,plant,
fig-leaved-goosefoot,fig-leaved goosefoot,Chenopodium ficifolium,Amaranthaceae,plant,
lambs-quarters,lamb's quarters (bathua),Chenopodium album,Amaranthaceae,plant,bathua
spinach,spinach,Spinacia oleracea,Amaranthaceae,plant,
epazote,epazote,Dysphania ambrosioides,Amaranthaceae,plant,
sand-rice,sand rice,Agriophyllum squarrosum,Amaranthaceae,plant,
agretti,agretti,Salsola soda,Amaranthaceae,plant,
okahijiki,okahijiki,Salsola komarovii,Amaranthaceae,plant,
kochia,kochia (tonburi),Bassia scoparia,Amaranthaceae,plant,tonburi
ruby-saltbush,ruby saltbush,Enchylaena tomentosa,Amaranthaceae,plant,
sea-blite,sea blite,Suaeda maritima,Amaranthaceae,plant,
yan-di-jian,yan di jian (sea blite),Suaeda salsa,Amaranthaceae,plant,sea blite
beaded-samphire,beaded samphire,Sarcocornia quinqueflora,Amaranthaceae,plant,
dwarf-glasswort,dwarf glasswort,Salicornia bigelovii,Amaranthaceae,plant,
samphire,samphire (glasswort),Salicornia europaea,Amaranthaceae,plant,glasswort
lagos-spinach,Lagos spinach (soko),Celosia argentea,Amaranthaceae,plant,soko
deeringia,deeringia (leaves),Deeringia amaranthoides,Amaranthaceae,plant,
red-amaranth,red amaranth (grain),Amaranthus cruentus,Amaranthaceae,plant,
love-lies-bleeding,love-lies-bleeding (kiwicha),Amaranthus caudatus,Amaranthaceae,plant,kiwicha
princes-feather,Prince's feather (grain),Amaranthus hypochondriacus,Amaranthaceae,plant,
spleen-amaranth,spleen amaranth,Amaranthus dubius,Amaranthaceae,plant,
spiny-amaranth,spiny amaranth,Amaranthus spinosus,Amaranthaceae,plant,
redroot-pigweed,redroot pigweed,Amaranthus retroflexus,Amaranthaceae,plant,
smooth-amaranth,smooth amaranth,Amaranthus hybridus,Amaranthaceae,plant,
slender-amaranth,slender amaranth,Amaranthus viridis,Amaranthaceae,plant,
leaf-amaranth,leaf amaranth (callaloo),Amaranthus tricolor,Amaranthaceae,plant,callaloo
purple-amaranth,purple amaranth (vlita),Amaranthus blitum,Amaranthaceae,plant,vlita
palmer-amaranth,Palmer amaranth (seed),Amaranthus palmeri,Amaranthaceae,plant,
sessile-joyweed,sessile joyweed,Alternanthera sessilis,Amaranthaceae,plant,
slender-carpetweed,slender carpetweed,Glinus oppositifolius,Molluginaceae,plant,
yellow-dragon-fruit,yellow dragon fruit,Selenicereus megalanthus,Cactaceae,plant,
red-dragon-fruit,red dragon fruit,Selenicereus costaricensis,Cactaceae,plant,
white-dragon-fruit,white dragon fruit,Selenicereus undatus,Cactaceae,plant,
fishhook-barrel,fishhook barrel (cactus candy),Ferocactus wislizeni,Cactaceae,plant,cactus candy
biznaga,biznaga (acitrón),Echinocactus platyacanthus,Cactaceae,plant,acitrón
pitayo-de-mayo,pitayo de Mayo,Stenocereus griseus,Cactaceae,plant,
pitaya-de-octubre,pitaya de octubre,Stenocereus pruinosus,Cactaceae,plant,
pitaya-agria,pitaya agria,Stenocereus gummosus,Cactaceae,plant,
pitaya-de-queretaro,pitaya de Querétaro,Stenocereus queretaroensis,Cactaceae,plant,
organ-pipe-cactus,organ pipe cactus (pitaya dulce),Stenocereus thurberi,Cactaceae,plant,pitaya dulce
jiotilla,jiotilla,Escontria chiotilla,Cactaceae,plant,
chichipe,chichipe,Polaskia chichipe,Cactaceae,plant,
garambullo,garambullo,Myrtillocactus geometrizans,Cactaceae,plant,
strawberry-hedgehog-cactus,strawberry hedgehog cactus,Echinocereus engelmannii,Cactaceae,plant,
cardon,cardón,Pachycereus pringlei,Cactaceae,plant,
saguaro,saguaro,Carnegiea gigantea,Cactaceae,plant,
hairbrush-cactus,hairbrush cactus (fruit),Pachycereus pecten-aboriginum,Cactaceae,plant,
copao,copao,Eulychnia acida,Cactaceae,plant,
sancayo,sancayo,Corryocactus brevistylus,Cactaceae,plant,
quisco,quisco (guillave),Echinopsis chiloensis,Cactaceae,plant,guillave
mandacaru,mandacaru,Cereus jamacaru,Cactaceae,plant,
peruvian-apple-cactus,Peruvian apple cactus,Cereus repandus,Cactaceae,plant,
rose-cactus,rose cactus (leaves),Leuenbergeria bleo,Cactaceae,plant,
rose-cactus-2,rose cactus (grandifolia),Pereskia grandifolia,Cactaceae,plant,grandifolia
ora-pro-nobis,ora-pro-nóbis,Pereskia aculeata,Cactaceae,plant,
xoconostle,xoconostle,Opuntia joconostle,Cactaceae,plant,
xoconostle-2,xoconostle (matudae),Opuntia matudae,Cactaceae,plant,matudae
cochineal-nopal,cochineal nopal,Opuntia cochenillifera,Cactaceae,plant,
nopal-tapon,nopal tapón,Opuntia robusta,Cactaceae,plant,
tulip-prickly-pear,tulip prickly pear,Opuntia phaeacantha,Cactaceae,plant,
eastern-prickly-pear,eastern prickly pear,Opuntia humifusa,Cactaceae,plant,
prickly-pear,"prickly pear (nopal, tuna)",Opuntia ficus-indica,Cactaceae,plant,nopal;tuna;nopales;cactus
engelmanns-prickly-pear,Engelmann's prickly pear,Opuntia engelmannii,Cactaceae,plant,
buckhorn-cholla,buckhorn cholla (buds),Cylindropuntia acanthocarpa,Cactaceae,plant,
purslane,purslane,Portulaca oleracea,Portulacaceae,plant,
ceylon-spinach,Ceylon spinach (waterleaf),Talinum fruticosum,Talinaceae,plant,waterleaf
jewels-of-opar,jewels of Opar (leaves),Talinum paniculatum,Talinaceae,plant,
spekboom,spekboom,Portulacaria afra,Didiereaceae,plant,
malabar-spinach,Malabar spinach,Basella alba,Basellaceae,plant,
ulluco,ulluco,Ullucus tuberosus,Basellaceae,plant,
madeira-vine,Madeira vine,Anredera cordifolia,Basellaceae,plant,
water-blinks,water blinks,Montia fontana,Montiaceae,plant,
siberian-spring-beauty,Siberian spring beauty,Claytonia sibirica,Montiaceae,plant,
miners-lettuce,miner's lettuce,Claytonia perfoliata,Montiaceae,plant,
spring-beauty,spring beauty (fairy spuds),Claytonia virginica,Montiaceae,plant,fairy spuds
bitterroot,bitterroot,Lewisia rediviva,Montiaceae,plant,
new-zealand-spinach,New Zealand spinach,Tetragonia tetragonioides,Aizoaceae,plant,
ice-plant,ice plant,Mesembryanthemum crystallinum,Aizoaceae,plant,
karkalla,karkalla,Carpobrotus rossii,Aizoaceae,plant,
sour-fig,sour fig (Hottentot fig),Carpobrotus edulis,Aizoaceae,plant,Hottentot fig
sea-purslane,sea purslane,Sesuvium portulacastrum,Aizoaceae,plant,
horse-purslane,horse purslane,Trianthema portulacastrum,Aizoaceae,plant,
indian-pokeweed,Indian pokeweed,Phytolacca acinosa,Phytolaccaceae,plant,
pokeweed,pokeweed (poke sallet),Phytolacca americana,Phytolaccaceae,plant,poke sallet
lettuce-tree,lettuce tree,Pisonia grandis,Nyctaginaceae,plant,
punarnava,punarnava,Boerhavia diffusa,Nyctaginaceae,plant,
mauka,mauka,Mirabilis expansa,Nyctaginaceae,plant,
amacha,amacha (sweet tea),Hydrangea serrata,Hydrangeaceae,plant,
whitestem-blazingstar,whitestem blazingstar (seed),Mentzelia albicaulis,Loasaceae,plant,
cornelian-cherry,cornelian cherry,Cornus mas,Cornaceae,plant,
japanese-cornel,Japanese cornel (shanzhuyu),Cornus officinalis,Cornaceae,plant,shanzhuyu
kousa-dogwood,kousa dogwood (fruit),Cornus kousa,Cornaceae,plant,
bunchberry,bunchberry,Cornus canadensis,Cornaceae,plant,
black-tupelo,black tupelo (fruit),Nyssa sylvatica,Nyssaceae,plant,
ogeechee-lime,Ogeechee lime,Nyssa ogeche,Nyssaceae,plant,
himalayan-balsam,Himalayan balsam (seed),Impatiens glandulifera,Balsaminaceae,plant,
silverbell,silverbell (pickled fruit),Halesia carolina,Styracaceae,plant,pickled fruit
benzoin,benzoin,Styrax benzoin,Styracaceae,plant,
gogan,gogan (fruit),Saurauia napaulensis,Actinidiaceae,plant,
silver-vine,silver vine,Actinidia polygama,Actinidiaceae,plant,
arctic-kiwi,Arctic kiwi,Actinidia kolomikta,Actinidiaceae,plant,
hardy-kiwi,hardy kiwi,Actinidia arguta,Actinidiaceae,plant,
golden-kiwifruit,golden kiwifruit,Actinidia chinensis,Actinidiaceae,plant,
kiwifruit,kiwifruit,Actinidia deliciosa,Actinidiaceae,plant,kiwifruit
white-kiwi,white kiwi,Actinidia eriantha,Actinidiaceae,plant,
strawberry-tree,strawberry tree,Arbutus unedo,Ericaceae,plant,
pacific-madrone,Pacific madrone (berries),Arbutus menziesii,Ericaceae,plant,berries
alpine-bearberry,alpine bearberry,Arctous alpina,Ericaceae,plant,
bigberry-manzanita,bigberry manzanita,Arctostaphylos glauca,Ericaceae,plant,
pointleaf-manzanita,pointleaf manzanita,Arctostaphylos pungens,Ericaceae,plant,
bearberry,bearberry,Arctostaphylos uva-ursi,Ericaceae,plant,
sourwood,sourwood,Oxydendrum arboreum,Ericaceae,plant,
wintergreen,wintergreen,Gaultheria procumbens,Ericaceae,plant,
salal,salal,Gaultheria shallon,Ericaceae,plant,
fragrant-wintergreen,fragrant wintergreen,Gaultheria fragrantissima,Ericaceae,plant,
prickly-heath,prickly heath (berries),Gaultheria mucronata,Ericaceae,plant,berries
snowberry,snowberry (Tasmania),Gaultheria hispida,Ericaceae,plant,Tasmania
rabbiteye-blueberry,rabbiteye blueberry,Vaccinium virgatum,Ericaceae,plant,
lowbush-blueberry,lowbush blueberry,Vaccinium angustifolium,Ericaceae,plant,
cascade-bilberry,Cascade bilberry,Vaccinium deliciosum,Ericaceae,plant,
small-cranberry,small cranberry,Vaccinium oxycoccos,Ericaceae,plant,
bog-bilberry,bog bilberry,Vaccinium uliginosum,Ericaceae,plant,
caucasian-whortleberry,Caucasian whortleberry,Vaccinium arctostaphylos,Ericaceae,plant,
black-huckleberry,black huckleberry (Gaylussacia),Gaylussacia baccata,Ericaceae,plant,Gaylussacia
dangleberry,dangleberry,Gaylussacia frondosa,Ericaceae,plant,
mortino,mortiño,Vaccinium floribundum,Ericaceae,plant,
evergreen-huckleberry,evergreen huckleberry,Vaccinium ovatum,Ericaceae,plant,
cranberry,cranberry,Vaccinium macrocarpon,Ericaceae,plant,cranberries
lingonberry,lingonberry,Vaccinium vitis-idaea,Ericaceae,plant,
oval-leaf-blueberry,oval-leaf blueberry,Vaccinium ovalifolium,Ericaceae,plant,
black-huckleberry-2,black huckleberry,Vaccinium membranaceum,Ericaceae,plant,
bilberry,bilberry,Vaccinium myrtillus,Ericaceae,plant,
red-huckleberry,red huckleberry,Vaccinium parvifolium,Ericaceae,plant,
ohelo,ohelo,Vaccinium reticulatum,Ericaceae,plant,
agraz,agraz,Vaccinium meridionale,Ericaceae,plant,
sparkleberry,sparkleberry,Vaccinium arboreum,Ericaceae,plant,
deerberry,deerberry,Vaccinium stamineum,Ericaceae,plant,
highbush-blueberry,highbush blueberry,Vaccinium corymbosum,Ericaceae,plant,blueberries
cavendishia,cavendishia (fruit),Cavendishia bracteata,Ericaceae,plant,
uva-camarona,uva camarona,Macleania rupestris,Ericaceae,plant,
red-crowberry,red crowberry (diddle-dee),Empetrum rubrum,Ericaceae,plant,diddle-dee
crowberry,crowberry,Empetrum nigrum,Ericaceae,plant,
marsh-labrador-tea,marsh Labrador tea,Rhododendron tomentosum,Ericaceae,plant,
labrador-tea,Labrador tea,Rhododendron groenlandicum,Ericaceae,plant,
tree-rhododendron,tree rhododendron (flowers),Rhododendron arboreum,Ericaceae,plant,
heather,heather,Calluna vulgaris,Ericaceae,plant,
ocotillo,ocotillo (flowers),Fouquieria splendens,Fouquieriaceae,plant,
wild-tea,wild tea (Yunnan),Camellia taliensis,Theaceae,plant,Yunnan
tea,tea,Camellia sinensis,Theaceae,plant,green tea;black tea;matcha;oolong
japanese-camellia,Japanese camellia (seed oil),Camellia japonica,Theaceae,plant,
tea-seed-oil,tea seed oil,Camellia oleifera,Theaceae,plant,
sasanqua,sasanqua (seed oil),Camellia sasanqua,Theaceae,plant,
argan,argan,Argania spinosa,Sapotaceae,plant,
mahua,mahua,Madhuca longifolia,Sapotaceae,plant,
moabi,moabi (oil),Baillonella toxisperma,Sapotaceae,plant,
shea,shea,Vitellaria paradoxa,Sapotaceae,plant,
spanish-cherry,Spanish cherry (bakul),Mimusops elengi,Sapotaceae,plant,bakul
transvaal-red-milkwood,Transvaal red milkwood,Mimusops zeyheri,Sapotaceae,plant,
sapodilla,sapodilla,Manilkara zapota,Sapotaceae,plant,
balata,balata,Manilkara bidentata,Sapotaceae,plant,
massaranduba,massaranduba,Manilkara huberi,Sapotaceae,plant,
caqui,caqui,Manilkara kauki,Sapotaceae,plant,
miracle-berry,miracle berry,Synsepalum dulcificum,Sapotaceae,plant,
stem-fruit,stem fruit (stamvrug),Englerophytum magalismontanum,Sapotaceae,plant,stamvrug
green-sapote,green sapote,Pouteria viridis,Sapotaceae,plant,
mamey-sapote,mamey sapote,Pouteria sapota,Sapotaceae,plant,
lucuma,lúcuma,Pouteria lucuma,Sapotaceae,plant,
african-star-apple,African star apple (udara),Chrysophyllum albidum,Sapotaceae,plant,udara
black-apple,black apple,Planchonella australis,Sapotaceae,plant,
star-apple,star apple,Chrysophyllum cainito,Sapotaceae,plant,
satinleaf,satinleaf,Chrysophyllum oliviforme,Sapotaceae,plant,
canistel,canistel,Pouteria campechiana,Sapotaceae,plant,
cutite,cutite,Pouteria macrophylla,Sapotaceae,plant,
abiu,abiu,Pouteria caimito,Sapotaceae,plant,
cocky-apple,cocky apple,Planchonia careya,Lecythidaceae,plant,
napoleons-hat,Napoleon's hat (fruit),Napoleonaea vogelii,Lecythidaceae,plant,
cut-nut,cut nut (procera),Barringtonia procera,Lecythidaceae,plant,procera
cut-nut-2,cut nut (pao),Barringtonia edulis,Lecythidaceae,plant,pao
sachamango,sachamango,Grias peruviana,Lecythidaceae,plant,
membrillo,membrillo (Gustavia),Gustavia superba,Lecythidaceae,plant,Gustavia
sapucaia-nut,sapucaia nut,Lecythis pisonis,Lecythidaceae,plant,
paradise-nut,paradise nut,Lecythis zabucajo,Lecythidaceae,plant,
brazil-nut,Brazil nut,Bertholletia excelsa,Lecythidaceae,plant,
blue-guarri,blue guarri (fruit),Euclea crispa,Ebenaceae,plant,
mabolo,mabolo (velvet apple),Diospyros blancoi,Ebenaceae,plant,velvet apple
thi,thị,Diospyros decandra,Ebenaceae,plant,
american-persimmon,American persimmon,Diospyros virginiana,Ebenaceae,plant,
persimmon,persimmon,Diospyros kaki,Ebenaceae,plant,
date-plum,date-plum,Diospyros lotus,Ebenaceae,plant,
jackalberry,jackalberry,Diospyros mespiliformis,Ebenaceae,plant,
gaub,gaub,Diospyros malabarica,Ebenaceae,plant,
black-sapote,black sapote,Diospyros digyna,Ebenaceae,plant,
texas-persimmon,Texas persimmon,Diospyros texana,Ebenaceae,plant,
african-boxwood,African boxwood (fruit),Myrsine africana,Primulaceae,plant,
false-black-pepper,false black pepper (vidanga),Embelia ribes,Primulaceae,plant,vidanga
capulin,capulín (Ardisia),Ardisia compressa,Primulaceae,plant,Ardisia
shoebutton-ardisia,shoebutton ardisia,Ardisia elliptica,Primulaceae,plant,
cyclamen,"cyclamen (tuber, historical)",Cyclamen persicum,Primulaceae,plant,
primrose,primrose (flowers),Primula vulgaris,Primulaceae,plant,
cowslip,cowslip (flowers),Primula veris,Primulaceae,plant,
helwingia,helwingia (leaves),Helwingia japonica,Helwingiaceae,plant,
kuding-tea,kuding tea,Ilex kudingcha,Aquifoliaceae,plant,
guayusa,guayusa,Ilex guayusa,Aquifoliaceae,plant,
yaupon,yaupon,Ilex vomitoria,Aquifoliaceae,plant,
dahoon-holly,dahoon holly,Ilex cassine,Aquifoliaceae,plant,
yerba-senorita,yerba señorita,Ilex dumosa,Aquifoliaceae,plant,
yerba-mate,yerba mate,Ilex paraguariensis,Aquifoliaceae,plant,
tarajo-holly,tarajo holly (kuding),Ilex latifolia,Aquifoliaceae,plant,kuding
appleberry,appleberry,Billardiera scandens,Pittosporaceae,plant,
purple-appleberry,purple appleberry,Billardiera longiflora,Pittosporaceae,plant,
gmelins-angelica,Gmelin's angelica,Coelopleurum gmelinii,Apiaceae,plant,
spignel,spignel,Meum athamanticum,Apiaceae,plant,
kala-jeera,kala jeera (shahi jeera),Elwendia persica,Apiaceae,plant,shahi jeera
gotu-kola,gotu kola (pegaga),Centella asiatica,Apiaceae,plant,pegaga
lawn-pennywort,lawn pennywort,Hydrocotyle sibthorpioides,Araliaceae,plant,
wild-sarsaparilla,wild sarsaparilla,Aralia nudicaulis,Araliaceae,plant,
sanqi,sanqi,Panax notoginseng,Araliaceae,plant,
american-ginseng,American ginseng,Panax quinquefolius,Araliaceae,plant,
korean-ginseng,Korean ginseng,Panax ginseng,Araliaceae,plant,
japanese-ginseng,Japanese ginseng,Panax japonicus,Araliaceae,plant,
vietnamese-ginseng,Vietnamese ginseng,Panax vietnamensis,Araliaceae,plant,
american-spikenard,American spikenard,Aralia racemosa,Araliaceae,plant,
dokhwal,dokhwal,Aralia continentalis,Araliaceae,plant,
udo,udo,Aralia cordata,Araliaceae,plant,
japanese-angelica-tree,Japanese angelica tree (tara-no-me),Aralia elata,Araliaceae,plant,tara-no-me
shield-aralia,shield aralia,Polyscias scutellaria,Araliaceae,plant,
ming-aralia,Ming aralia,Polyscias fruticosa,Araliaceae,plant,
devils-club,devil's club (shoots),Oplopanax horridus,Araliaceae,plant,
snowflake-aralia,snowflake aralia (flowers),Trevesia palmata,Araliaceae,plant,
castor-aralia,castor aralia (shoots),Kalopanax septemlobus,Araliaceae,plant,
siberian-ginseng,Siberian ginseng,Eleutherococcus senticosus,Araliaceae,plant,
ogapi,ogapi,Eleutherococcus sessiliflorus,Araliaceae,plant,
koshiabura,koshiabura,Chengiopanax sciadophylloides,Araliaceae,plant,
macquarie-island-cabbage,Macquarie Island cabbage,Stilbocarpa polaris,Araliaceae,plant,
sea-holly,sea holly (root),Eryngium maritimum,Apiaceae,plant,
culantro,culantro,Eryngium foetidum,Apiaceae,plant,
striped-hemlock,striped hemlock (coscoll),Molopospermum peloponnesiacum,Apiaceae,plant,coscoll
anise,anise,Pimpinella anisum,Apiaceae,plant,aniseed
yampah,yampah,Perideridia gairdneri,Apiaceae,plant,
oregon-yampah,Oregon yampah,Perideridia oregana,Apiaceae,plant,
water-dropwort,water dropwort (seri),Oenanthe javanica,Apiaceae,plant,seri
mitsuba,mitsuba,Cryptotaenia japonica,Apiaceae,plant,
honewort,honewort,Cryptotaenia canadensis,Apiaceae,plant,
skirret,skirret,Sium sisarum,Apiaceae,plant,
cretan-athamanta,Cretan athamanta,Athamanta cretensis,Apiaceae,plant,
chuanxiong,chuanxiong,Ligusticum striatum,Apiaceae,plant,
osha,oshá,Ligusticum porteri,Apiaceae,plant,
alexanders,alexanders,Smyrnium olusatrum,Apiaceae,plant,
scots-lovage,Scots lovage,Ligusticum scoticum,Apiaceae,plant,
shepherds-needle,shepherd's needle,Scandix pecten-veneris,Apiaceae,plant,
sweet-cicely,sweet cicely,Myrrhis odorata,Apiaceae,plant,
chervil,chervil,Anthriscus cerefolium,Apiaceae,plant,
aniseroot,aniseroot,Osmorhiza longistylis,Apiaceae,plant,
turnip-rooted-chervil,turnip-rooted chervil,Chaerophyllum bulbosum,Apiaceae,plant,
cumin,cumin,Cuminum cyminum,Apiaceae,plant,
carrot,carrot,Daucus carota,Apiaceae,plant,carrots
giant-fennel,giant fennel (shoots),Ferula communis,Apiaceae,plant,
asafoetida,asafoetida,Ferula assa-foetida,Apiaceae,plant,
galbanum,galbanum,Ferula gummosa,Apiaceae,plant,
asafoetida-2,asafoetida (foetida),Ferula foetida,Apiaceae,plant,foetida
radhuni,radhuni,Trachyspermum roxburghianum,Apiaceae,plant,
dill,dill,Anethum graveolens,Apiaceae,plant,
celery,celery / celeriac,Apium graveolens,Apiaceae,plant,celeriac;celery seed
sea-celery,sea celery,Apium prostratum,Apiaceae,plant,
false-fennel,false fennel,Ridolfia segetum,Apiaceae,plant,
fennel,fennel,Foeniculum vulgare,Apiaceae,plant,fennel seed
khella,khella,Ammi visnaga,Apiaceae,plant,
parsley,parsley,Petroselinum crispum,Apiaceae,plant,
