species,common_name,genus,family,clade,group
Ruditapes decussatus,grooved carpet shell,Ruditapes,Veneridae,animal,Molluscs
Venerupis corrugata,pullet carpet shell,Venerupis,Veneridae,animal,Molluscs
Meretrix lusoria,hamaguri,Meretrix,Veneridae,animal,Molluscs
Meretrix lyrata,lyrate hard clam,Meretrix,Veneridae,animal,Molluscs
Paphia undulata,undulating venus (lala),Paphia,Veneridae,animal,Molluscs
Saxidomus gigantea,butter clam,Saxidomus,Veneridae,animal,Molluscs
Leukoma staminea,Pacific littleneck,Leukoma,Veneridae,animal,Molluscs
Callista chione,smooth venus,Callista,Veneridae,animal,Molluscs
Chamelea gallina,striped venus (vongola),Chamelea,Veneridae,animal,Molluscs
Dosinia exoleta,rayed artemis,Dosinia,Veneridae,animal,Molluscs
Tridacna gigas,giant clam,Tridacna,Cardiidae,animal,Molluscs
Tridacna maxima,small giant clam,Tridacna,Cardiidae,animal,Molluscs
Tegillarca granosa,blood cockle,Tegillarca,Arcidae,animal,Molluscs
Anadara broughtonii,akagai,Anadara,Arcidae,animal,Molluscs
Atrina pectinata,pen shell (tairagi),Atrina,Pinnidae,animal,Molluscs
Pinctada margaritifera,black-lip pearl oyster,Pinctada,Margaritidae,animal,Molluscs
Corbicula fluminea,Asian clam,Corbicula,Cyrenidae,animal,Molluscs
Corbicula japonica,shijimi,Corbicula,Cyrenidae,animal,Molluscs
Donax trunculus,wedge clam (tellina),Donax,Donacidae,animal,Molluscs
Donax variabilis,coquina clam,Donax,Donacidae,animal,Molluscs
Glycymeris glycymeris,dog cockle,Glycymeris,Glycymerididae,animal,Molluscs
Arctica islandica,ocean quahog,Arctica,Arcticidae,animal,Molluscs
Tresus capax,fat gaper (horse clam),Tresus,Mactridae,animal,Molluscs
Pholas dactylus,common piddock,Pholas,Pholadidae,animal,Molluscs
Kuphus polythalamius,giant shipworm,Kuphus,Teredinidae,animal,Molluscs
Bactronophorus thoracites,tamilok (shipworm),Bactronophorus,Teredinidae,animal,Molluscs
Haliotis discus,Japanese abalone (ezo awabi),Haliotis,Haliotidae,animal,Molluscs
Haliotis rufescens,red abalone,Haliotis,Haliotidae,animal,Molluscs
Haliotis midae,South African abalone (perlemoen),Haliotis,Haliotidae,animal,Molluscs
Haliotis iris,paua,Haliotis,Haliotidae,animal,Molluscs
Haliotis tuberculata,ormer,Haliotis,Haliotidae,animal,Molluscs
Haliotis laevigata,greenlip abalone,Haliotis,Haliotidae,animal,Molluscs
Haliotis rubra,blacklip abalone,Haliotis,Haliotidae,animal,Molluscs
Haliotis diversicolor,small abalone,Haliotis,Haliotidae,animal,Molluscs
Helix pomatia,Roman snail (escargot),Helix,Helicidae,animal,Molluscs
Cornu aspersum,garden snail (petit-gris),Cornu,Helicidae,animal,Molluscs
Helix lucorum,Turkish snail,Helix,Helicidae,animal,Molluscs
Otala lactea,milk snail,Otala,Helicidae,animal,Molluscs
Lissachatina fulica,giant African snail,Lissachatina,Achatinidae,animal,Molluscs
Archachatina marginata,giant West African snail,Archachatina,Achatinidae,animal,Molluscs
Littorina littorea,periwinkle,Littorina,Littorinidae,animal,Molluscs
Tympanotonus fuscatus,mangrove periwinkle (West Africa),Tympanotonus,Potamididae,animal,Molluscs
Telescopium telescopium,horn snail (mud creeper),Telescopium,Potamididae,animal,Molluscs
Buccinum undatum,common whelk,Buccinum,Buccinidae,animal,Molluscs
Busycon carica,knobbed whelk,Busycon,Busyconidae,animal,Molluscs
Busycotypus canaliculatus,channeled whelk,Busycotypus,Busyconidae,animal,Molluscs
Babylonia areolata,spotted babylon,Babylonia,Babyloniidae,animal,Molluscs
Babylonia japonica,Japanese babylon (bai),Babylonia,Babyloniidae,animal,Molluscs
Aliger gigas,queen conch,Aliger,Strombidae,animal,Molluscs
Turbo cornutus,sazae (horned turban),Turbo,Turbinidae,animal,Molluscs
Turbo marmoratus,green turban,Turbo,Turbinidae,animal,Molluscs
Lunella coronata,coronate moon turban,Lunella,Turbinidae,animal,Molluscs
Tectus niloticus,trochus (top shell),Tectus,Tegulidae,animal,Molluscs
Phorcus turbinatus,turbinate monodont,Phorcus,Trochidae,animal,Molluscs
Rapana venosa,veined rapa whelk,Rapana,Muricidae,animal,Molluscs
Hexaplex trunculus,banded dye-murex,Hexaplex,Muricidae,animal,Molluscs
Bolinus brandaris,purple dye murex,Bolinus,Muricidae,animal,Molluscs
Concholepas concholepas,loco,Concholepas,Muricidae,animal,Molluscs
Nucella lapillus,dog whelk,Nucella,Muricidae,animal,Molluscs
Fissurella latimarginata,lapa negra (keyhole limpet),Fissurella,Fissurellidae,animal,Molluscs
Patella vulgata,common limpet,Patella,Patellidae,animal,Molluscs
Cellana grata,Japanese limpet,Cellana,Nacellidae,animal,Molluscs
Nerita albicilla,nerite,Nerita,Neritidae,animal,Molluscs
Pila globosa,apple snail,Pila,Ampullariidae,animal,Molluscs
Pomacea canaliculata,golden apple snail,Pomacea,Ampullariidae,animal,Molluscs
Cipangopaludina chinensis,Chinese mystery snail,Cipangopaludina,Viviparidae,animal,Molluscs
Viviparus viviparus,river snail,Viviparus,Viviparidae,animal,Molluscs
Semisulcospira libertina,kawanina,Semisulcospira,Semisulcospiridae,animal,Molluscs
Melanoides tuberculata,red-rimmed melania,Melanoides,Thiaridae,animal,Molluscs
Dolabella auricularia,wedge sea hare,Dolabella,Aplysiidae,animal,Molluscs
Chiton magnificus,Chilean chiton,Chiton,Chitonidae,animal,Molluscs
Acanthopleura granulata,fuzzy chiton,Acanthopleura,Chitonidae,animal,Molluscs
Octopus vulgaris,common octopus,Octopus,Octopodidae,animal,Molluscs
Octopus sinensis,East Asian common octopus,Octopus,Octopodidae,animal,Molluscs
Enteroctopus dofleini,giant Pacific octopus,Enteroctopus,Enteroctopodidae,animal,Molluscs
Octopus maya,Mexican four-eyed octopus,Octopus,Octopodidae,animal,Molluscs
Octopus cyanea,day octopus (he'e),Octopus,Octopodidae,animal,Molluscs
Eledone cirrhosa,curled octopus,Eledone,Eledonidae,animal,Molluscs
Eledone moschata,musky octopus,Eledone,Eledonidae,animal,Molluscs
Amphioctopus fangsiao,iidako,Amphioctopus,Octopodidae,animal,Molluscs
Octopus minor,long-arm octopus (nakji),Octopus,Octopodidae,animal,Molluscs
Doryteuthis pealeii,longfin inshore squid,Doryteuthis,Loliginidae,animal,Molluscs
Doryteuthis opalescens,California market squid,Doryteuthis,Loliginidae,animal,Molluscs
Loligo vulgaris,European squid,Loligo,Loliginidae,animal,Molluscs
Loligo forbesii,veined squid,Loligo,Loliginidae,animal,Molluscs
Loligo reynaudii,chokka squid,Loligo,Loliginidae,animal,Molluscs
Uroteuthis edulis,swordtip squid,Uroteuthis,Loliginidae,animal,Molluscs
Uroteuthis duvaucelii,Indian squid,Uroteuthis,Loliginidae,animal,Molluscs
Sepioteuthis lessoniana,bigfin reef squid,Sepioteuthis,Loliginidae,animal,Molluscs
Sepioteuthis sepioidea,Caribbean reef squid,Sepioteuthis,Loliginidae,animal,Molluscs
Todarodes pacificus,Japanese flying squid (surume-ika),Todarodes,Ommastrephidae,animal,Molluscs
Todarodes sagittatus,European flying squid,Todarodes,Ommastrephidae,animal,Molluscs
Illex argentinus,Argentine shortfin squid,Illex,Ommastrephidae,animal,Molluscs
Illex illecebrosus,northern shortfin squid,Illex,Ommastrephidae,animal,Molluscs
Dosidicus gigas,Humboldt squid,Dosidicus,Ommastrephidae,animal,Molluscs
Ommastrephes bartramii,neon flying squid,Ommastrephes,Ommastrephidae,animal,Molluscs
Nototodarus sloanii,New Zealand arrow squid,Nototodarus,Ommastrephidae,animal,Molluscs
Watasenia scintillans,firefly squid (hotaru-ika),Watasenia,Enoploteuthidae,animal,Molluscs
Sepia officinalis,common cuttlefish,Sepia,Sepiidae,animal,Molluscs
Sepia esculenta,golden cuttlefish,Sepia,Sepiidae,animal,Molluscs
Sepia pharaonis,pharaoh cuttlefish,Sepia,Sepiidae,animal,Molluscs
Sepia lycidas,kisslip cuttlefish,Sepia,Sepiidae,animal,Molluscs
Sepiella japonica,Japanese spineless cuttlefish,Sepiella,Sepiidae,animal,Molluscs
Sepiola atlantica,little cuttle,Sepiola,Sepiolidae,animal,Molluscs
Euprymna berryi,double-ear bobtail squid,Euprymna,Sepiolidae,animal,Molluscs
Penaeus monodon,giant tiger prawn,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus vannamei,whiteleg shrimp,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus indicus,Indian white prawn,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus japonicus,kuruma prawn,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus chinensis,Chinese white shrimp,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus semisulcatus,green tiger prawn,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus merguiensis,banana prawn,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus setiferus,Atlantic white shrimp,Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus aztecus,brown shrimp (Gulf),Penaeus,Penaeidae,animal,Crustaceans and barnacles
Penaeus duorarum,pink shrimp (Gulf),Penaeus,Penaeidae,animal,Crustaceans and barnacles
Metapenaeus monoceros,speckled shrimp,Metapenaeus,Penaeidae,animal,Crustaceans and barnacles
Xiphopenaeus kroyeri,Atlantic seabob,Xiphopenaeus,Penaeidae,animal,Crustaceans and barnacles
Pandalus borealis,northern shrimp,Pandalus,Pandalidae,animal,Crustaceans and barnacles
Pandalus platyceros,spot prawn,Pandalus,Pandalidae,animal,Crustaceans and barnacles
Pandalus jordani,ocean pink shrimp,Pandalus,Pandalidae,animal,Crustaceans and barnacles
Heterocarpus reedi,Chilean nylon shrimp,Heterocarpus,Pandalidae,animal,Crustaceans and barnacles
Crangon crangon,brown shrimp (North Sea),Crangon,Crangonidae,animal,Crustaceans and barnacles
Sclerocrangon boreas,sculptured shrimp,Sclerocrangon,Crangonidae,animal,Crustaceans and barnacles
Palaemon serratus,common prawn,Palaemon,Palaemonidae,animal,Crustaceans and barnacles
Macrobrachium rosenbergii,giant river prawn,Macrobrachium,Palaemonidae,animal,Crustaceans and barnacles
Macrobrachium nipponense,oriental river prawn,Macrobrachium,Palaemonidae,animal,Crustaceans and barnacles
Aristaeomorpha foliacea,giant red shrimp,Aristaeomorpha,Aristeidae,animal,Crustaceans and barnacles
Aristeus antennatus,blue and red shrimp (gamba roja),Aristeus,Aristeidae,animal,Crustaceans and barnacles
Pleoticus muelleri,Argentine red shrimp,Pleoticus,Solenoceridae,animal,Crustaceans and barnacles
Plesionika edwardsii,striped soldier shrimp,Plesionika,Pandalidae,animal,Crustaceans and barnacles
Acetes japonicus,akiami paste shrimp,Acetes,Sergestidae,animal,Crustaceans and barnacles
Acetes indicus,jawla paste shrimp,Acetes,Sergestidae,animal,Crustaceans and barnacles
Euphausia superba,Antarctic krill,Euphausia,Euphausiidae,animal,Crustaceans and barnacles
Euphausia pacifica,Pacific krill (isada),Euphausia,Euphausiidae,animal,Crustaceans and barnacles
Neomysis intermedia,Japanese mysid (ami),Neomysis,Mysidae,animal,Crustaceans and barnacles
Homarus americanus,American lobster,Homarus,Nephropidae,animal,Crustaceans and barnacles
Homarus gammarus,European lobster,Homarus,Nephropidae,animal,Crustaceans and barnacles
Nephrops norvegicus,langoustine,Nephrops,Nephropidae,animal,Crustaceans and barnacles
Metanephrops challengeri,New Zealand scampi,Metanephrops,Nephropidae,animal,Crustaceans and barnacles
Panulirus argus,Caribbean spiny lobster,Panulirus,Palinuridae,animal,Crustaceans and barnacles
Panulirus cygnus,western rock lobster,Panulirus,Palinuridae,animal,Crustaceans and barnacles
Panulirus interruptus,California spiny lobster,Panulirus,Palinuridae,animal,Crustaceans and barnacles
Panulirus ornatus,ornate spiny lobster,Panulirus,Palinuridae,animal,Crustaceans and barnacles
Panulirus homarus,scalloped spiny lobster,Panulirus,Palinuridae,animal,Crustaceans and barnacles
Palinurus elephas,European spiny lobster,Palinurus,Palinuridae,animal,Crustaceans and barnacles
Jasus edwardsii,southern rock lobster,Jasus,Palinuridae,animal,Crustaceans and barnacles
Jasus lalandii,West Coast rock lobster,Jasus,Palinuridae,animal,Crustaceans and barnacles
Sagmariasus verreauxi,eastern rock lobster,Sagmariasus,Palinuridae,animal,Crustaceans and barnacles
Thenus orientalis,Moreton Bay bug,Thenus,Scyllaridae,animal,Crustaceans and barnacles
Scyllarides latus,Mediterranean slipper lobster,Scyllarides,Scyllaridae,animal,Crustaceans and barnacles
Ibacus peronii,Balmain bug,Ibacus,Scyllaridae,animal,Crustaceans and barnacles
Munida gregaria,squat lobster (langostino),Munida,Munididae,animal,Crustaceans and barnacles
Pleuroncodes monodon,red squat lobster,Pleuroncodes,Munididae,animal,Crustaceans and barnacles
Procambarus clarkii,red swamp crayfish,Procambarus,Cambaridae,animal,Crustaceans and barnacles
Astacus astacus,noble crayfish,Astacus,Astacidae,animal,Crustaceans and barnacles
Pacifastacus leniusculus,signal crayfish,Pacifastacus,Astacidae,animal,Crustaceans and barnacles
Austropotamobius pallipes,white-clawed crayfish,Austropotamobius,Astacidae,animal,Crustaceans and barnacles
Cherax quadricarinatus,redclaw,Cherax,Parastacidae,animal,Crustaceans and barnacles
Cherax destructor,yabby,Cherax,Parastacidae,animal,Crustaceans and barnacles
Cherax cainii,marron,Cherax,Parastacidae,animal,Crustaceans and barnacles
Faxonius virilis,virile crayfish,Faxonius,Cambaridae,animal,Crustaceans and barnacles
Cancer pagurus,brown crab,Cancer,Cancridae,animal,Crustaceans and barnacles
Metacarcinus magister,Dungeness crab,Metacarcinus,Cancridae,animal,Crustaceans and barnacles
Callinectes sapidus,blue crab,Callinectes,Portunidae,animal,Crustaceans and barnacles
Portunus trituberculatus,gazami crab,Portunus,Portunidae,animal,Crustaceans and barnacles
Portunus pelagicus,blue swimmer crab,Portunus,Portunidae,animal,Crustaceans and barnacles
Scylla serrata,mud crab,Scylla,Portunidae,animal,Crustaceans and barnacles
Scylla paramamosain,green mud crab,Scylla,Portunidae,animal,Crustaceans and barnacles
Charybdis feriata,crucifix crab,Charybdis,Portunidae,animal,Crustaceans and barnacles
Charybdis japonica,Asian paddle crab,Charybdis,Portunidae,animal,Crustaceans and barnacles
Necora puber,velvet crab,Necora,Polybiidae,animal,Crustaceans and barnacles
Carcinus maenas,European shore crab,Carcinus,Carcinidae,animal,Crustaceans and barnacles
Chionoecetes opilio,snow crab,Chionoecetes,Oregoniidae,animal,Crustaceans and barnacles
Chionoecetes bairdi,tanner crab,Chionoecetes,Oregoniidae,animal,Crustaceans and barnacles
Chionoecetes japonicus,red snow crab (beni-zuwai),Chionoecetes,Oregoniidae,animal,Crustaceans and barnacles
Paralithodes camtschaticus,red king crab,Paralithodes,Lithodidae,animal,Crustaceans and barnacles
Paralithodes platypus,blue king crab,Paralithodes,Lithodidae,animal,Crustaceans and barnacles
Lithodes santolla,southern king crab (centolla),Lithodes,Lithodidae,animal,Crustaceans and barnacles
Lithodes aequispinus,golden king crab,Lithodes,Lithodidae,animal,Crustaceans and barnacles
Maja squinado,Mediterranean spider crab,Maja,Majidae,animal,Crustaceans and barnacles
Maja brachydactyla,Atlantic spider crab,Maja,Majidae,animal,Crustaceans and barnacles
Eriocheir sinensis,Chinese mitten crab,Eriocheir,Varunidae,animal,Crustaceans and barnacles
Eriocheir japonica,Japanese mitten crab,Eriocheir,Varunidae,animal,Crustaceans and barnacles
Menippe mercenaria,Florida stone crab,Menippe,Menippidae,animal,Crustaceans and barnacles
Ranina ranina,spanner crab,Ranina,Raninidae,animal,Crustaceans and barnacles
Cardisoma guanhumi,blue land crab,Cardisoma,Gecarcinidae,animal,Crustaceans and barnacles
Ucides cordatus,mangrove crab (caranguejo-uçá),Ucides,Ucididae,animal,Crustaceans and barnacles
Erimacrus isenbeckii,horsehair crab (kegani),Erimacrus,Cheiragonidae,animal,Crustaceans and barnacles
Pseudocarcinus gigas,Tasmanian giant crab,Pseudocarcinus,Menippidae,animal,Crustaceans and barnacles
Chaceon quinquedens,red deep-sea crab,Chaceon,Geryonidae,animal,Crustaceans and barnacles
Ovalipes catharus,paddle crab,Ovalipes,Ovalipidae,animal,Crustaceans and barnacles
Oratosquilla oratoria,Japanese mantis shrimp (shako),Oratosquilla,Squillidae,animal,Crustaceans and barnacles
Squilla mantis,spottail mantis shrimp,Squilla,Squillidae,animal,Crustaceans and barnacles
Harpiosquilla raphidea,giant mantis shrimp,Harpiosquilla,Squillidae,animal,Crustaceans and barnacles
Pollicipes pollicipes,goose barnacle (percebes),Pollicipes,Pollicipedidae,animal,Crustaceans and barnacles
Pollicipes polymerus,Pacific goose barnacle,Pollicipes,Pollicipedidae,animal,Crustaceans and barnacles
Austromegabalanus psittacus,picoroco,Austromegabalanus,Balanidae,animal,Crustaceans and barnacles
Lepas anatifera,pelagic goose barnacle,Lepas,Lepadidae,animal,Crustaceans and barnacles
Tachypleus gigas,horseshoe crab (eggs),Tachypleus,Limulidae,animal,Crustaceans and barnacles
Carcinoscorpius rotundicauda,mangrove horseshoe crab (eggs),Carcinoscorpius,Limulidae,animal,Crustaceans and barnacles
Acheta domesticus,house cricket,Acheta,Gryllidae,animal,"Insects, arachnids and myriapods"
Gryllus bimaculatus,two-spotted cricket,Gryllus,Gryllidae,animal,"Insects, arachnids and myriapods"
Gryllodes sigillatus,banded cricket,Gryllodes,Gryllidae,animal,"Insects, arachnids and myriapods"
Brachytrupes membranaceus,giant cricket,Brachytrupes,Gryllidae,animal,"Insects, arachnids and myriapods"
Locusta migratoria,migratory locust,Locusta,Acrididae,animal,"Insects, arachnids and myriapods"
Schistocerca gregaria,desert locust,Schistocerca,Acrididae,animal,"Insects, arachnids and myriapods"
Sphenarium purpurascens,chapulín,Sphenarium,Pyrgomorphidae,animal,"Insects, arachnids and myriapods"
Ruspolia differens,nsenene (bush cricket),Ruspolia,Tettigoniidae,animal,"Insects, arachnids and myriapods"
Tenebrio molitor,mealworm,Tenebrio,Tenebrionidae,animal,"Insects, arachnids and myriapods"
Zophobas morio,superworm,Zophobas,Tenebrionidae,animal,"Insects, arachnids and myriapods"
Alphitobius diaperinus,lesser mealworm (buffalo worm),Alphitobius,Tenebrionidae,animal,"Insects, arachnids and myriapods"
Bombyx mori,silkworm pupa,Bombyx,Bombycidae,animal,"Insects, arachnids and myriapods"
Antheraea pernyi,tussah silkmoth pupa,Antheraea,Saturniidae,animal,"Insects, arachnids and myriapods"
Samia ricini,eri silkworm,Samia,Saturniidae,animal,"Insects, arachnids and myriapods"
Gonimbrasia belina,mopane worm,Gonimbrasia,Saturniidae,animal,"Insects, arachnids and myriapods"
Cirina forda,shea caterpillar (kanni),Cirina,Saturniidae,animal,"Insects, arachnids and myriapods"
Rhynchophorus ferrugineus,red palm weevil larva,Rhynchophorus,Curculionidae,animal,"Insects, arachnids and myriapods"
Rhynchophorus phoenicis,African palm weevil larva,Rhynchophorus,Curculionidae,animal,"Insects, arachnids and myriapods"
Rhynchophorus palmarum,South American palm weevil (chontacuro),Rhynchophorus,Curculionidae,animal,"Insects, arachnids and myriapods"
Oryctes rhinoceros,rhinoceros beetle larva,Oryctes,Scarabaeidae,animal,"Insects, arachnids and myriapods"
Hermetia illucens,black soldier fly larva,Hermetia,Stratiomyidae,animal,"Insects, arachnids and myriapods"
Chaoborus edulis,lake fly (kungu),Chaoborus,Chaoboridae,animal,"Insects, arachnids and myriapods"
Apis mellifera,honey bee (honey),Apis,Apidae,animal,"Insects, arachnids and myriapods"
Apis cerana,Asian honey bee (honey),Apis,Apidae,animal,"Insects, arachnids and myriapods"
Apis dorsata,giant honey bee (honey),Apis,Apidae,animal,"Insects, arachnids and myriapods"
Melipona beecheii,Maya stingless bee (honey),Melipona,Apidae,animal,"Insects, arachnids and myriapods"
Tetragonula carbonaria,sugarbag bee (honey),Tetragonula,Apidae,animal,"Insects, arachnids and myriapods"
